1083,2019001083,114.0,38.0
1084,2019001084,169.0,56.3
1085,2019001085,171.0,57.0
1086,2019001086,236.0,78.7
1087,2019001087,210.0,70.0
1088,2019001088,241.0,80.3
1089,2019001089,111.0,37.0
109,2019000109,178.0,59.3
1090,2019001090,189.0,63.0
1091,2019001091,196.0,65.3
1092,2019001092,143.0,47.7
1093,2019001093,141.0,47.0
1094,2019001094,196.0,65.3
1095,2019001095,217.0,72.3
1096,2019001096,182.0,60.7
1097,2019001097,192.0,64.0
1098,2019001098,163.0,54.3
1099,2019001099,215.0,71.7
11,2019000011,195.0,65.0
110,2019000110,202.0,67.3
1100,2019001100,210.0,70.0
1101,2019001101,227.0,75.7
1102,2019001102,214.0,71.3
1103,2019001103,145.0,48.3
1104,2019001104,232.0,77.3
1105,2019001105,222.0,74.0
1106,2019001106,231.0,77.0
1107,2019001107,181.0,60.3
1108,2019001108,181.0,60.3
1109,2019001109,227.0,75.7
111,2019000111,210.0,70.0
1110,2019001110,219.0,73.0
1111,2019001111,156.0,52.0
1112,2019001112,252.0,84.0
1113,2019001113,236.0,78.7
1114,2019001114,213.0,71.0
1115,2019001115,244.0,81.3
1116,2019001116,220.0,73.3
1117,2019001117,189.0,63.0
1118,2019001118,188.0,62.7
1119,2019001119,165.0,55.0
112,2019000112,206.0,68.7
1120,2019001120,245.0,81.7
1121,2019001121,210.0,70.0
1122,2019001122,215.0,71.7
1123,2019001123,106.0,35.3
1124,2019001124,246.0,82.0
1125,2019001125,206.0,68.7
1126,2019001126,157.0,52.3
1127,2019001127,158.0,52.7
1128,2019001128,211.0,70.3
1129,2019001129,211.0,70.3
113,2019000113,219.0,73.0
1130,2019001130,184.0,61.3
1131,2019001131,200.0,66.7
1132,2019001132,210.0,70.0
1133,2019001133,179.0,59.7
1134,2019001134,174.0,58.0
1135,2019001135,94.0,31.3
1136,2019001136,195.0,65.0
1137,2019001137,140.0,46.7
1138,2019001138,202.0,67.3
1139,2019001139,214.0,71.3
114,2019000114,231.0,77.0
1140,2019001140,206.0,68.7
1141,2019001141,211.0,70.3
1142,2019001142,213.0,71.0
1143,2019001143,221.0,73.7
1144,2019001144,162.0,54.0
1145,2019001145,209.0,69.7
1146,2019001146,261.0,87.0
1147,2019001147,161.0,53.7
1148,2019001148,217.0,72.3
1149,2019001149,211.0,70.3
115,2019000115,162.0,54.0
1150,2019001150,213.0,71.0
1151,2019001151,231.0,77.0
1152,2019001152,239.0,79.7
1153,2019001153,179.0,59.7
1154,2019001154,185.0,61.7
1155,2019001155,178.0,59.3
1156,2019001156,139.0,46.3
1157,2019001157,218.0,72.7
1158,2019001158,253.0,84.3
1159,2019001159,239.0,79.7
116,2019000116,204.0,68.0
1160,2019001160,169.0,56.3
1161,2019001161,207.0,69.0
1162,2019001162,264.0,88.0
1163,2019001163,202.0,67.3
1164,2019001164,215.0,71.7
1165,2019001165,149.0,49.7
1166,2019001166,236.0,78.7
1167,2019001167,147.0,49.0
1168,2019001168,231.0,77.0
1169,2019001169,160.0,53.3
117,2019000117,172.0,57.3
1170,2019001170,132.0,44.0
1171,2019001171,234.0,78.0
1172,2019001172,191.0,63.7
1173,2019001173,212.0,70.7
1174,2019001174,215.0,71.7
1175,2019001175,208.0,69.3
1176,2019001176,232.0,77.3
1177,2019001177,176.0,58.7
1178,2019001178,201.0,67.0
1179,2019001179,112.0,37.3
118,2019000118,250.0,83.3
1180,2019001180,214.0,71.3
1181,2019001181,154.0,51.3
1182,2019001182,186.0,62.0
1183,2019001183,212.0,70.7
1184,2019001184,224.0,74.7
1185,2019001185,219.0,73.0
1186,2019001186,209.0,69.7
1187,2019001187,226.0,75.3
1188,2019001188,202.0,67.3
1189,2019001189,211.0,70.3
119,2019000119,204.0,68.0
1190,2019001190,135.0,45.0
1191,2019001191,130.0,43.3
1192,2019001192,220.0,73.3
1193,2019001193,240.0,80.0
1194,2019001194,219.0,73.0
1195,2019001195,192.0,64.0
1196,2019001196,96.0,32.0
1197,2019001197,210.0,70.0
1198,2019001198,218.0,72.7
1199,2019001199,199.0,66.3
12,2019000012,207.0,69.0
120,2019000120,209.0,69.7
1200,2019001200,195.0,65.0
1201,2019001201,147.0,49.0
1202,2019001202,256.0,85.3
1203,2019001203,220.0,73.3
1204,2019001204,152.0,50.7
1205,2019001205,249.0,83.0
1206,2019001206,166.0,55.3
1207,2019001207,190.0,63.3
1208,2019001208,215.0,71.7
1209,2019001209,226.0,75.3
121,2019000121,220.0,73.3
1210,2019001210,202.0,67.3
1211,2019001211,231.0,77.0
1212,2019001212,221.0,73.7
1213,2019001213,236.0,78.7
1214,2019001214,241.0,80.3
1215,2019001215,172.0,57.3
1216,2019001216,190.0,63.3
1217,2019001217,207.0,69.0
1218,2019001218,153.0,51.0
1219,2019001219,216.0,72.0
122,2019000122,187.0,62.3
1220,2019001220,133.0,44.3
1221,2019001221,241.0,80.3
1222,2019001222,224.0,74.7
1223,2019001223,144.0,48.0
1224,2019001224,208.0,69.3
1225,2019001225,176.0,58.7
1226,2019001226,198.0,66.0
1227,2019001227,157.0,52.3
1228,2019001228,238.0,79.3
1229,2019001229,216.0,72.0
123,2019000123,259.0,86.3
1230,2019001230,106.0,35.3
1231,2019001231,223.0,74.3
1232,2019001232,199.0,66.3
1233,2019001233,152.0,50.7
1234,2019001234,155.0,51.7
1235,2019001235,229.0,76.3
1236,2019001236,197.0,65.7
1237,2019001237,219.0,73.0
1238,2019001238,206.0,68.7
1239,2019001239,214.0,71.3
124,2019000124,184.0,61.3
1240,2019001240,171.0,57.0
1241,2019001241,242.0,80.7
1242,2019001242,230.0,76.7
1243,2019001243,153.0,51.0
1244,2019001244,113.0,37.7
1245,2019001245,212.0,70.7
1246,2019001246,261.0,87.0
1247,2019001247,191.0,63.7
1248,2019001248,239.0,79.7
1249,2019001249,216.0,72.0
125,2019000125,266.0,88.7
1250,2019001250,221.0,73.7
1251,2019001251,223.0,74.3
1252,2019001252,83.0,27.7
1253,2019001253,262.0,87.3
1254,2019001254,199.0,66.3
1255,2019001255,205.0,68.3
1256,2019001256,261.0,87.0
1257,2019001257,223.0,74.3
1258,2019001258,174.0,58.0
1259,2019001259,192.0,64.0
126,2019000126,236.0,78.7
1260,2019001260,253.0,84.3
1261,2019001261,237.0,79.0
1262,2019001262,168.0,56.0
1263,2019001263,176.0,58.7
1264,2019001264,195.0,65.0
1265,2019001265,114.0,38.0
1266,2019001266,143.0,47.7
1267,2019001267,196.0,65.3
1268,2019001268,228.0,76.0
1269,2019001269,202.0,67.3
127,2019000127,225.0,75.0
1270,2019001270,256.0,85.3
1271,2019001271,178.0,59.3
1272,2019001272,234.0,78.0
1273,2019001273,133.0,44.3
1274,2019001274,207.0,69.0
1275,2019001275,188.0,62.7
1276,2019001276,222.0,74.0
1277,2019001277,219.0,73.0
1278,2019001278,193.0,64.3
1279,2019001279,188.0,62.7
128,2019000128,219.0,73.0
1280,2019001280,199.0,66.3
1281,2019001281,132.0,44.0
1282,2019001282,180.0,60.0
1283,2019001283,61.0,20.3
1284,2019001284,168.0,56.0
1285,2019001285,218.0,72.7
1286,2019001286,205.0,68.3
1287,2019001287,252.0,84.0
1288,2019001288,198.0,66.0
1289,2019001289,188.0,62.7
129,2019000129,180.0,60.0
1290,2019001290,235.0,78.3
1291,2019001291,162.0,54.0
1292,2019001292,182.0,60.7
1293,2019001293,243.0,81.0
1294,2019001294,225.0,75.0
1295,2019001295,43.0,14.3
1296,2019001296,218.0,72.7
1297,2019001297,225.0,75.0
1298,2019001298,210.0,70.0
1299,2019001299,177.0,59.0
13,2019000013,178.0,59.3
130,2019000130,211.0,70.3
1300,2019001300,196.0,65.3
1301,2019001301,215.0,71.7
1302,2019001302,222.0,74.0
1303,2019001303,200.0,66.7
1304,2019001304,252.0,84.0
1305,2019001305,131.0,43.7
1306,2019001306,234.0,78.0
1307,2019001307,115.0,38.3
1308,2019001308,241.0,80.3
1309,2019001309,222.0,74.0
131,2019000131,147.0,49.0
1310,2019001310,187.0,62.3
1311,2019001311,240.0,80.0
1312,2019001312,206.0,68.7
1313,2019001313,184.0,61.3
1314,2019001314,264.0,88.0
1315,2019001315,175.0,58.3
1316,2019001316,82.0,27.3
1317,2019001317,226.0,75.3
1318,2019001318,178.0,59.3
1319,2019001319,215.0,71.7
132,2019000132,230.0,76.7
1320,2019001320,193.0,64.3
1321,2019001321,197.0,65.7
1322,2019001322,222.0,74.0
1323,2019001323,231.0,77.0
1324,2019001324,191.0,63.7
1325,2019001325,217.0,72.3
1326,2019001326,204.0,68.0
1327,2019001327,165.0,55.0
1328,2019001328,173.0,57.7
1329,2019001329,194.0,64.7
133,2019000133,187.0,62.3
1330,2019001330,162.0,54.0
1331,2019001331,200.0,66.7
1332,2019001332,200.0,66.7
1333,2019001333,222.0,74.0
1334,2019001334,230.0,76.7
1335,2019001335,193.0,64.3
1336,2019001336,185.0,61.7
1337,2019001337,244.0,81.3
1338,2019001338,164.0,54.7
1339,2019001339,199.0,66.3
134,2019000134,203.0,67.7
1340,2019001340,194.0,64.7
1341,2019001341,159.0,53.0
1342,2019001342,185.0,61.7
1343,2019001343,254.0,84.7
1344,2019001344,114.0,38.0
1345,2019001345,210.0,70.0
1346,2019001346,219.0,73.0
1347,2019001347,184.0,61.3
1348,2019001348,188.0,62.7
1349,2019001349,186.0,62.0
135,2019000135,264.0,88.0
1350,2019001350,220.0,73.3
1351,2019001351,171.0,57.0
1352,2019001352,239.0,79.7
1353,2019001353,239.0,79.7
1354,2019001354,222.0,74.0
1355,2019001355,204.0,68.0
1356,2019001356,245.0,81.7
1357,2019001357,142.0,47.3
1358,2019001358,197.0,65.7
1359,2019001359,164.0,54.7
136,2019000136,118.0,39.3
1360,2019001360,139.0,46.3
1361,2019001361,165.0,55.0
1362,2019001362,235.0,78.3
1363,2019001363,229.0,76.3
1364,2019001364,256.0,85.3
1365,2019001365,153.0,51.0
1366,2019001366,116.0,38.7
1367,2019001367,163.0,54.3
1368,2019001368,148.0,49.3
1369,2019001369,215.0,71.7
137,2019000137,182.0,60.7
1370,2019001370,190.0,63.3
1371,2019001371,227.0,75.7
1372,2019001372,230.0,76.7
1373,2019001373,225.0,75.0
1374,2019001374,216.0,72.0
1375,2019001375,168.0,56.0
1376,2019001376,252.0,84.0
1377,2019001377,196.0,65.3
1378,2019001378,227.0,75.7
1379,2019001379,234.0,78.0
138,2019000138,99.0,33.0
1380,2019001380,221.0,73.7
1381,2019001381,214.0,71.3
1382,2019001382,198.0,66.0
1383,2019001383,217.0,72.3
1384,2019001384,207.0,69.0
1385,2019001385,245.0,81.7
1386,2019001386,188.0,62.7
1387,2019001387,188.0,62.7
1388,2019001388,199.0,66.3
1389,2019001389,231.0,77.0
139,2019000139,243.0,81.0
1390,2019001390,157.0,52.3
1391,2019001391,208.0,69.3
1392,2019001392,206.0,68.7
1393,2019001393,174.0,58.0
1394,2019001394,220.0,73.3
1395,2019001395,214.0,71.3
1396,2019001396,142.0,47.3
1397,2019001397,218.0,72.7
1398,2019001398,245.0,81.7
1399,2019001399,153.0,51.0
14,2019000014,223.0,74.3
140,2019000140,195.0,65.0
1400,2019001400,219.0,73.0
1401,2019001401,165.0,55.0
1402,2019001402,227.0,75.7
1403,2019001403,115.0,38.3
1404,2019001404,222.0,74.0
1405,2019001405,247.0,82.3
1406,2019001406,230.0,76.7
1407,2019001407,217.0,72.3
1408,2019001408,187.0,62.3
1409,2019001409,222.0,74.0
141,2019000141,223.0,74.3
1410,2019001410,191.0,63.7
1411,2019001411,204.0,68.0
1412,2019001412,215.0,71.7
1413,2019001413,218.0,72.7
1414,2019001414,211.0,70.3
1415,2019001415,215.0,71.7
1416,2019001416,220.0,73.3
1417,2019001417,203.0,67.7
1418,2019001418,189.0,63.0
1419,2019001419,165.0,55.0
142,2019000142,232.0,77.3
1420,2019001420,279.0,93.0
1421,2019001421,111.0,37.0
1422,2019001422,209.0,69.7
1423,2019001423,236.0,78.7
1424,2019001424,236.0,78.7
1425,2019001425,254.0,84.7
1426,2019001426,213.0,71.0
1427,2019001427,207.0,69.0
1428,2019001428,263.0,87.7
1429,2019001429,188.0,62.7
143,2019000143,108.0,36.0
1430,2019001430,219.0,73.0
1431,2019001431,228.0,76.0
1432,2019001432,200.0,66.7
1433,2019001433,225.0,75.0
1434,2019001434,245.0,81.7
1435,2019001435,156.0,52.0
1436,2019001436,240.0,80.0
1437,2019001437,225.0,75.0
1438,2019001438,252.0,84.0
1439,2019001439,197.0,65.7
144,2019000144,230.0,76.7
1440,2019001440,259.0,86.3
1441,2019001441,192.0,64.0
1442,2019001442,248.0,82.7
1443,2019001443,222.0,74.0
1444,2019001444,231.0,77.0
1445,2019001445,184.0,61.3
1446,2019001446,151.0,50.3
1447,2019001447,196.0,65.3
1448,2019001448,145.0,48.3
1449,2019001449,150.0,50.0
145,2019000145,214.0,71.3
1450,2019001450,177.0,59.0
1451,2019001451,242.0,80.7
1452,2019001452,129.0,43.0
1453,2019001453,146.0,48.7
1454,2019001454,115.0,38.3
1455,2019001455,205.0,68.3
1456,2019001456,187.0,62.3
1457,2019001457,235.0,78.3
1458,2019001458,173.0,57.7
1459,2019001459,203.0,67.7
146,2019000146,242.0,80.7
1460,2019001460,205.0,68.3
1461,2019001461,272.0,90.7
1462,2019001462,223.0,74.3
1463,2019001463,149.0,49.7
1464,2019001464,122.0,40.7
1465,2019001465,166.0,55.3
1466,2019001466,274.0,91.3
1467,2019001467,214.0,71.3
1468,2019001468,219.0,73.0
1469,2019001469,231.0,77.0
147,2019000147,211.0,70.3
1470,2019001470,238.0,79.3
1471,2019001471,159.0,53.0
1472,2019001472,226.0,75.3
1473,2019001473,224.0,74.7
1474,2019001474,224.0,74.7
1475,2019001475,211.0,70.3
1476,2019001476,48.0,16.0
1477,2019001477,184.0,61.3
1478,2019001478,245.0,81.7
1479,2019001479,237.0,79.0
148,2019000148,212.0,70.7
1480,2019001480,223.0,74.3
1481,2019001481,228.0,76.0
1482,2019001482,189.0,63.0
1483,2019001483,202.0,67.3
1484,2019001484,232.0,77.3
1485,2019001485,154.0,51.3
1486,2019001486,214.0,71.3
1487,2019001487,211.0,70.3
1488,2019001488,249.0,83.0
1489,2019001489,215.0,71.7
149,2019000149,226.0,75.3
1490,2019001490,144.0,48.0
1491,2019001491,189.0,63.0
1492,2019001492,268.0,89.3
1493,2019001493,244.0,81.3
1494,2019001494,202.0,67.3
1495,2019001495,219.0,73.0
1496,2019001496,217.0,72.3
1497,2019001497,199.0,66.3
1498,2019001498,203.0,67.7
1499,2019001499,159.0,53.0
15,2019000015,227.0,75.7
150,2019000150,223.0,74.3
1500,2019001500,205.0,68.3
1501,2019001501,219.0,73.0
1502,2019001502,237.0,79.0
1503,2019001503,240.0,80.0
1504,2019001504,162.0,54.0
1505,2019001505,208.0,69.3
1506,2019001506,236.0,78.7
1507,2019001507,195.0,65.0
1508,2019001508,208.0,69.3
1509,2019001509,154.0,51.3
151,2019000151,200.0,66.7
1510,2019001510,230.0,76.7
1511,2019001511,215.0,71.7
1512,2019001512,158.0,52.7
1513,2019001513,227.0,75.7
1514,2019001514,238.0,79.3
1515,2019001515,120.0,40.0
1516,2019001516,179.0,59.7
1517,2019001517,207.0,69.0
1518,2019001518,224.0,74.7
1519,2019001519,190.0,63.3
152,2019000152,244.0,81.3
1520,2019001520,233.0,77.7
1521,2019001521,217.0,72.3
1522,2019001522,187.0,62.3
1523,2019001523,210.0,70.0
1524,2019001524,163.0,54.3
1525,2019001525,201.0,67.0
1526,2019001526,200.0,66.7
1527,2019001527,139.0,46.3
1528,2019001528,240.0,80.0
1529,2019001529,226.0,75.3
153,2019000153,226.0,75.3
1530,2019001530,151.0,50.3
1531,2019001531,185.0,61.7
1532,2019001532,86.0,28.7
1533,2019001533,238.0,79.3
1534,2019001534,175.0,58.3
1535,2019001535,91.0,30.3
1536,2019001536,225.0,75.0
1537,2019001537,159.0,53.0
1538,2019001538,217.0,72.3
1539,2019001539,232.0,77.3
154,2019000154,207.0,69.0
1540,2019001540,200.0,66.7
1541,2019001541,196.0,65.3
1542,2019001542,209.0,69.7
1543,2019001543,232.0,77.3
1544,2019001544,237.0,79.0
1545,2019001545,202.0,67.3
1546,2019001546,185.0,61.7
1547,2019001547,184.0,61.3
1548,2019001548,219.0,73.0
1549,2019001549,212.0,70.7
155,2019000155,178.0,59.3
1550,2019001550,205.0,68.3
1551,2019001551,248.0,82.7
1552,2019001552,215.0,71.7
1553,2019001553,85.0,28.3
1554,2019001554,229.0,76.3
1555,2019001555,174.0,58.0
1556,2019001556,209.0,69.7
1557,2019001557,224.0,74.7
1558,2019001558,235.0,78.3
1559,2019001559,200.0,66.7
156,2019000156,187.0,62.3
1560,2019001560,227.0,75.7
1561,2019001561,219.0,73.0
1562,2019001562,198.0,66.0
1563,2019001563,181.0,60.3
1564,2019001564,207.0,69.0
1565,2019001565,185.0,61.7
1566,2019001566,218.0,72.7
1567,2019001567,239.0,79.7
1568,2019001568,214.0,71.3
1569,2019001569,248.0,82.7
157,2019000157,167.0,55.7
1570,2019001570,239.0,79.7
1571,2019001571,210.0,70.0
1572,2019001572,254.0,84.7
1573,2019001573,195.0,65.0
1574,2019001574,162.0,54.0
1575,2019001575,195.0,65.0
1576,2019001576,137.0,45.7
1577,2019001577,234.0,78.0
1578,2019001578,198.0,66.0
1579,2019001579,229.0,76.3
158,2019000158,233.0,77.7
1580,2019001580,222.0,74.0
1581,2019001581,88.0,29.3
1582,2019001582,169.0,56.3
1583,2019001583,145.0,48.3
1584,2019001584,107.0,35.7
1585,2019001585,181.0,60.3
1586,2019001586,206.0,68.7
1587,2019001587,201.0,67.0
1588,2019001588,171.0,57.0
1589,2019001589,195.0,65.0
159,2019000159,176.0,58.7
1590,2019001590,212.0,70.7
1591,2019001591,191.0,63.7
1592,2019001592,223.0,74.3
1593,2019001593,183.0,61.0
1594,2019001594,227.0,75.7
1595,2019001595,220.0,73.3
1596,2019001596,217.0,72.3
1597,2019001597,189.0,63.0
1598,2019001598,220.0,73.3
1599,2019001599,160.0,53.3
16,2019000016,185.0,61.7
160,2019000160,236.0,78.7
1600,2019001600,105.0,35.0
1601,2019001601,223.0,74.3
1602,2019001602,196.0,65.3
1603,2019001603,248.0,82.7
1604,2019001604,234.0,78.0
1605,2019001605,210.0,70.0
1606,2019001606,137.0,45.7
1607,2019001607,246.0,82.0
1608,2019001608,219.0,73.0
1609,2019001609,193.0,64.3
161,2019000161,202.0,67.3
1610,2019001610,237.0,79.0
1611,2019001611,206.0,68.7
1612,2019001612,151.0,50.3
1613,2019001613,158.0,52.7
1614,2019001614,236.0,78.7
1615,2019001615,234.0,78.0
1616,2019001616,190.0,63.3
1617,2019001617,201.0,67.0
1618,2019001618,184.0,61.3
1619,2019001619,238.0,79.3
162,2019000162,220.0,73.3
1620,2019001620,234.0,78.0
1621,2019001621,211.0,70.3
1622,2019001622,162.0,54.0
1623,2019001623,142.0,47.3
1624,2019001624,150.0,50.0
1625,2019001625,172.0,57.3
1626,2019001626,187.0,62.3
1627,2019001627,201.0,67.0
1628,2019001628,198.0,66.0
1629,2019001629,212.0,70.7
163,2019000163,200.0,66.7
1630,2019001630,232.0,77.3
1631,2019001631,141.0,47.0
1632,2019001632,134.0,44.7
1633,2019001633,235.0,78.3
1634,2019001634,209.0,69.7
1635,2019001635,248.0,82.7
1636,2019001636,177.0,59.0
1637,2019001637,188.0,62.7
1638,2019001638,261.0,87.0
1639,2019001639,204.0,68.0
164,2019000164,229.0,76.3
1640,2019001640,199.0,66.3
1641,2019001641,183.0,61.0
1642,2019001642,144.0,48.0
1643,2019001643,252.0,84.0
1644,2019001644,211.0,70.3
1645,2019001645,158.0,52.7
1646,2019001646,225.0,75.0
1647,2019001647,151.0,50.3
1648,2019001648,204.0,68.0
1649,2019001649,207.0,69.0
165,2019000165,155.0,51.7
1650,2019001650,185.0,61.7
1651,2019001651,224.0,74.7
1652,2019001652,217.0,72.3
1653,2019001653,236.0,78.7
1654,2019001654,178.0,59.3
1655,2019001655,204.0,68.0
1656,2019001656,173.0,57.7
1657,2019001657,191.0,63.7
1658,2019001658,229.0,76.3
1659,2019001659,219.0,73.0
166,2019000166,169.0,56.3
1660,2019001660,160.0,53.3
1661,2019001661,154.0,51.3
1662,2019001662,177.0,59.0
1663,2019001663,231.0,77.0
1664,2019001664,167.0,55.7
1665,2019001665,227.0,75.7
1666,2019001666,204.0,68.0
1667,2019001667,250.0,83.3
1668,2019001668,232.0,77.3
1669,2019001669,230.0,76.7
167,2019000167,232.0,77.3
1670,2019001670,145.0,48.3
1671,2019001671,205.0,68.3
1672,2019001672,193.0,64.3
1673,2019001673,200.0,66.7
1674,2019001674,231.0,77.0
1675,2019001675,125.0,41.7
1676,2019001676,167.0,55.7
1677,2019001677,214.0,71.3
1678,2019001678,182.0,60.7
1679,2019001679,181.0,60.3
168,2019000168,219.0,73.0
1680,2019001680,206.0,68.7
1681,2019001681,121.0,40.3
1682,2019001682,204.0,68.0
1683,2019001683,195.0,65.0
1684,2019001684,153.0,51.0
1685,2019001685,219.0,73.0
1686,2019001686,240.0,80.0
1687,2019001687,216.0,72.0
1688,2019001688,223.0,74.3
1689,2019001689,228.0,76.0
169,2019000169,218.0,72.7
1690,2019001690,214.0,71.3
1691,2019001691,219.0,73.0
1692,2019001692,229.0,76.3
1693,2019001693,182.0,60.7
1694,2019001694,233.0,77.7
1695,2019001695,206.0,68.7
1696,2019001696,193.0,64.3
1697,2019001697,203.0,67.7
1698,2019001698,193.0,64.3
1699,2019001699,205.0,68.3
17,2019000017,211.0,70.3
170,2019000170,213.0,71.0
1700,2019001700,162.0,54.0
1701,2019001701,229.0,76.3
1702,2019001702,124.0,41.3
1703,2019001703,184.0,61.3
1704,2019001704,178.0,59.3
1705,2019001705,253.0,84.3
1706,2019001706,181.0,60.3
1707,2019001707,202.0,67.3
1708,2019001708,235.0,78.3
1709,2019001709,195.0,65.0
171,2019000171,255.0,85.0
1710,2019001710,184.0,61.3
1711,2019001711,167.0,55.7
1712,2019001712,244.0,81.3
1713,2019001713,107.0,35.7
1714,2019001714,228.0,76.0
1715,2019001715,165.0,55.0
1716,2019001716,214.0,71.3
1717,2019001717,197.0,65.7
1718,2019001718,178.0,59.3
1719,2019001719,227.0,75.7
172,2019000172,206.0,68.7
1720,2019001720,191.0,63.7
1721,2019001721,153.0,51.0
1722,2019001722,213.0,71.0
1723,2019001723,215.0,71.7
1724,2019001724,164.0,54.7
1725,2019001725,192.0,64.0
1726,2019001726,257.0,85.7
1727,2019001727,141.0,47.0
1728,2019001728,156.0,52.0
1729,2019001729,237.0,79.0
173,2019000173,219.0,73.0
1730,2019001730,238.0,79.3
1731,2019001731,256.0,85.3
1732,2019001732,144.0,48.0
1733,2019001733,214.0,71.3
1734,2019001734,161.0,53.7
1735,2019001735,146.0,48.7
1736,2019001736,150.0,50.0
1737,2019001737,197.0,65.7
1738,2019001738,231.0,77.0
1739,2019001739,207.0,69.0
174,2019000174,142.0,47.3
1740,2019001740,191.0,63.7
1741,2019001741,227.0,75.7
1742,2019001742,277.0,92.3
1743,2019001743,242.0,80.7
1744,2019001744,176.0,58.7
1745,2019001745,199.0,66.3
1746,2019001746,231.0,77.0
1747,2019001747,255.0,85.0
1748,2019001748,239.0,79.7
1749,2019001749,150.0,50.0
175,2019000175,158.0,52.7
1750,2019001750,227.0,75.7
1751,2019001751,206.0,68.7
1752,2019001752,177.0,59.0
1753,2019001753,166.0,55.3
1754,2019001754,251.0,83.7
1755,2019001755,137.0,45.7
1756,2019001756,88.0,29.3
1757,2019001757,189.0,63.0
1758,2019001758,208.0,69.3
1759,2019001759,106.0,35.3
176,2019000176,133.0,44.3
1760,2019001760,209.0,69.7
1761,2019001761,236.0,78.7
1762,2019001762,241.0,80.3
1763,2019001763,230.0,76.7
1764,2019001764,188.0,62.7
1765,2019001765,212.0,70.7
1766,2019001766,205.0,68.3
1767,2019001767,215.0,71.7
1768,2019001768,225.0,75.0
1769,2019001769,237.0,79.0
177,2019000177,174.0,58.0
1770,2019001770,234.0,78.0
1771,2019001771,122.0,40.7
1772,2019001772,178.0,59.3
1773,2019001773,146.0,48.7
1774,2019001774,188.0,62.7
1775,2019001775,238.0,79.3
1776,2019001776,271.0,90.3
1777,2019001777,210.0,70.0
1778,2019001778,173.0,57.7
1779,2019001779,211.0,70.3
178,2019000178,165.0,55.0
1780,2019001780,242.0,80.7
1781,2019001781,216.0,72.0
1782,2019001782,221.0,73.7
1783,2019001783,195.0,65.0
1784,2019001784,195.0,65.0
1785,2019001785,229.0,76.3
1786,2019001786,145.0,48.3
1787,2019001787,246.0,82.0
1788,2019001788,217.0,72.3
1789,2019001789,150.0,50.0
179,2019000179,198.0,66.0
