1015,数学,2019001015,77,2019-05-01 08:00:00.0
1015,英语,2019001015,62,2019-05-02 08:00:00.0
1016,语文,2019001016,67,2019-05-01 14:00:00.0
1016,数学,2019001016,70,2019-05-01 08:00:00.0
1016,英语,2019001016,83,2019-05-02 08:00:00.0
1017,语文,2019001017,67,2019-05-01 14:00:00.0
1017,数学,2019001017,28,2019-05-01 08:00:00.0
1017,英语,2019001017,72,2019-05-02 08:00:00.0
1018,语文,2019001018,64,2019-05-01 14:00:00.0
1018,数学,2019001018,75,2019-05-01 08:00:00.0
1018,英语,2019001018,73,2019-05-02 08:00:00.0
1019,语文,2019001019,62,2019-05-01 14:00:00.0
1019,数学,2019001019,81,2019-05-01 08:00:00.0
1019,英语,2019001019,71,2019-05-02 08:00:00.0
102,语文,2019000102,5,2019-05-01 14:00:00.0
102,数学,2019000102,69,2019-05-01 08:00:00.0
102,英语,2019000102,65,2019-05-02 08:00:00.0
1020,语文,2019001020,69,2019-05-01 14:00:00.0
1020,数学,2019001020,77,2019-05-01 08:00:00.0
1020,英语,2019001020,84,2019-05-02 08:00:00.0
1021,语文,2019001021,69,2019-05-01 14:00:00.0
1021,数学,2019001021,74,2019-05-01 08:00:00.0
1021,英语,2019001021,83,2019-05-02 08:00:00.0
1022,语文,2019001022,61,2019-05-01 14:00:00.0
1022,数学,2019001022,3,2019-05-01 08:00:00.0
1022,英语,2019001022,69,2019-05-02 08:00:00.0
1023,语文,2019001023,8,2019-05-01 14:00:00.0
1023,数学,2019001023,91,2019-05-01 08:00:00.0
1023,英语,2019001023,73,2019-05-02 08:00:00.0
1024,语文,2019001024,60,2019-05-01 14:00:00.0
1024,数学,2019001024,72,2019-05-01 08:00:00.0
1024,英语,2019001024,60,2019-05-02 08:00:00.0
1025,语文,2019001025,17,2019-05-01 14:00:00.0
1025,数学,2019001025,5,2019-05-01 08:00:00.0
1025,英语,2019001025,63,2019-05-02 08:00:00.0
1026,语文,2019001026,74,2019-05-01 14:00:00.0
1026,数学,2019001026,91,2019-05-01 08:00:00.0
1026,英语,2019001026,67,2019-05-02 08:00:00.0
1027,语文,2019001027,35,2019-05-01 14:00:00.0
1027,数学,2019001027,68,2019-05-01 08:00:00.0
1027,英语,2019001027,32,2019-05-02 08:00:00.0
1028,语文,2019001028,8,2019-05-01 14:00:00.0
1028,数学,2019001028,66,2019-05-01 08:00:00.0
1028,英语,2019001028,63,2019-05-02 08:00:00.0
1029,语文,2019001029,92,2019-05-01 14:00:00.0
1029,数学,2019001029,9,2019-05-01 08:00:00.0
1029,英语,2019001029,77,2019-05-02 08:00:00.0
103,语文,2019000103,52,2019-05-01 14:00:00.0
103,数学,2019000103,64,2019-05-01 08:00:00.0
103,英语,2019000103,22,2019-05-02 08:00:00.0
1030,语文,2019001030,73,2019-05-01 14:00:00.0
1030,数学,2019001030,67,2019-05-01 08:00:00.0
1030,英语,2019001030,69,2019-05-02 08:00:00.0
1031,语文,2019001031,13,2019-05-01 14:00:00.0
1031,数学,2019001031,21,2019-05-01 08:00:00.0
1031,英语,2019001031,61,2019-05-02 08:00:00.0
1032,语文,2019001032,70,2019-05-01 14:00:00.0
1032,数学,2019001032,55,2019-05-01 08:00:00.0
1032,英语,2019001032,84,2019-05-02 08:00:00.0
1033,语文,2019001033,78,2019-05-01 14:00:00.0
1033,数学,2019001033,19,2019-05-01 08:00:00.0
1033,英语,2019001033,78,2019-05-02 08:00:00.0
1034,语文,2019001034,62,2019-05-01 14:00:00.0
1034,数学,2019001034,43,2019-05-01 08:00:00.0
1034,英语,2019001034,51,2019-05-02 08:00:00.0
1035,语文,2019001035,79,2019-05-01 14:00:00.0
1035,数学,2019001035,62,2019-05-01 08:00:00.0
1035,英语,2019001035,65,2019-05-02 08:00:00.0
1036,语文,2019001036,8,2019-05-01 14:00:00.0
1036,数学,2019001036,99,2019-05-01 08:00:00.0
1036,英语,2019001036,76,2019-05-02 08:00:00.0
1037,语文,2019001037,68,2019-05-01 14:00:00.0
1037,数学,2019001037,66,2019-05-01 08:00:00.0
1037,英语,2019001037,96,2019-05-02 08:00:00.0
1038,语文,2019001038,54,2019-05-01 14:00:00.0
1038,数学,2019001038,28,2019-05-01 08:00:00.0
1038,英语,2019001038,72,2019-05-02 08:00:00.0
1039,语文,2019001039,78,2019-05-01 14:00:00.0
1039,数学,2019001039,77,2019-05-01 08:00:00.0
1039,英语,2019001039,91,2019-05-02 08:00:00.0
104,语文,2019000104,76,2019-05-01 14:00:00.0
104,数学,2019000104,69,2019-05-01 08:00:00.0
104,英语,2019000104,64,2019-05-02 08:00:00.0
1040,语文,2019001040,0,2019-05-01 14:00:00.0
1040,数学,2019001040,7,2019-05-01 08:00:00.0
1040,英语,2019001040,97,2019-05-02 08:00:00.0
1041,语文,2019001041,72,2019-05-01 14:00:00.0
1041,数学,2019001041,61,2019-05-01 08:00:00.0
1041,英语,2019001041,62,2019-05-02 08:00:00.0
1042,语文,2019001042,7,2019-05-01 14:00:00.0
1042,数学,2019001042,98,2019-05-01 08:00:00.0
1042,英语,2019001042,74,2019-05-02 08:00:00.0
1043,语文,2019001043,30,2019-05-01 14:00:00.0
1043,数学,2019001043,74,2019-05-01 08:00:00.0
1043,英语,2019001043,50,2019-05-02 08:00:00.0
1044,语文,2019001044,78,2019-05-01 14:00:00.0
1044,数学,2019001044,69,2019-05-01 08:00:00.0
1044,英语,2019001044,71,2019-05-02 08:00:00.0
1045,语文,2019001045,77,2019-05-01 14:00:00.0
1045,数学,2019001045,88,2019-05-01 08:00:00.0
1045,英语,2019001045,62,2019-05-02 08:00:00.0
1046,语文,2019001046,91,2019-05-01 14:00:00.0
1046,数学,2019001046,9,2019-05-01 08:00:00.0
1046,英语,2019001046,83,2019-05-02 08:00:00.0
1047,语文,2019001047,69,2019-05-01 14:00:00.0
1047,数学,2019001047,61,2019-05-01 08:00:00.0
1047,英语,2019001047,81,2019-05-02 08:00:00.0
1048,语文,2019001048,66,2019-05-01 14:00:00.0
1048,数学,2019001048,75,2019-05-01 08:00:00.0
1048,英语,2019001048,91,2019-05-02 08:00:00.0
1049,语文,2019001049,79,2019-05-01 14:00:00.0
1049,数学,2019001049,78,2019-05-01 08:00:00.0
1049,英语,2019001049,5,2019-05-02 08:00:00.0
105,语文,2019000105,93,2019-05-01 14:00:00.0
105,数学,2019000105,62,2019-05-01 08:00:00.0
105,英语,2019000105,78,2019-05-02 08:00:00.0
1050,语文,2019001050,87,2019-05-01 14:00:00.0
1050,数学,2019001050,78,2019-05-01 08:00:00.0
1050,英语,2019001050,70,2019-05-02 08:00:00.0
1051,语文,2019001051,95,2019-05-01 14:00:00.0
1051,数学,2019001051,95,2019-05-01 08:00:00.0
1051,英语,2019001051,65,2019-05-02 08:00:00.0
1052,语文,2019001052,63,2019-05-01 14:00:00.0
1052,数学,2019001052,65,2019-05-01 08:00:00.0
1052,英语,2019001052,91,2019-05-02 08:00:00.0
1053,语文,2019001053,60,2019-05-01 14:00:00.0
1053,数学,2019001053,74,2019-05-01 08:00:00.0
1053,英语,2019001053,70,2019-05-02 08:00:00.0
1054,语文,2019001054,69,2019-05-01 14:00:00.0
1054,数学,2019001054,73,2019-05-01 08:00:00.0
1054,英语,2019001054,89,2019-05-02 08:00:00.0
1055,语文,2019001055,60,2019-05-01 14:00:00.0
1055,数学,2019001055,74,2019-05-01 08:00:00.0
1055,英语,2019001055,60,2019-05-02 08:00:00.0
1056,语文,2019001056,76,2019-05-01 14:00:00.0
1056,数学,2019001056,68,2019-05-01 08:00:00.0
1056,英语,2019001056,64,2019-05-02 08:00:00.0
1057,语文,2019001057,68,2019-05-01 14:00:00.0
1057,数学,2019001057,39,2019-05-01 08:00:00.0
1057,英语,2019001057,64,2019-05-02 08:00:00.0
1058,语文,2019001058,36,2019-05-01 14:00:00.0
1058,数学,2019001058,62,2019-05-01 08:00:00.0
1058,英语,2019001058,100,2019-05-02 08:00:00.0
1059,语文,2019001059,94,2019-05-01 14:00:00.0
1059,数学,2019001059,67,2019-05-01 08:00:00.0
1059,英语,2019001059,83,2019-05-02 08:00:00.0
106,语文,2019000106,67,2019-05-01 14:00:00.0
106,数学,2019000106,20,2019-05-01 08:00:00.0
106,英语,2019000106,95,2019-05-02 08:00:00.0
1060,语文,2019001060,86,2019-05-01 14:00:00.0
1060,数学,2019001060,75,2019-05-01 08:00:00.0
1060,英语,2019001060,66,2019-05-02 08:00:00.0
1061,语文,2019001061,62,2019-05-01 14:00:00.0
1061,数学,2019001061,74,2019-05-01 08:00:00.0
1061,英语,2019001061,61,2019-05-02 08:00:00.0
1062,语文,2019001062,99,2019-05-01 14:00:00.0
1062,数学,2019001062,76,2019-05-01 08:00:00.0
1062,英语,2019001062,64,2019-05-02 08:00:00.0
1063,语文,2019001063,65,2019-05-01 14:00:00.0
1063,数学,2019001063,61,2019-05-01 08:00:00.0
1063,英语,2019001063,37,2019-05-02 08:00:00.0
1064,语文,2019001064,69,2019-05-01 14:00:00.0
1064,数学,2019001064,79,2019-05-01 08:00:00.0
1064,英语,2019001064,64,2019-05-02 08:00:00.0
1065,语文,2019001065,67,2019-05-01 14:00:00.0
1065,数学,2019001065,60,2019-05-01 08:00:00.0
1065,英语,2019001065,63,2019-05-02 08:00:00.0
1066,语文,2019001066,21,2019-05-01 14:00:00.0
1066,数学,2019001066,61,2019-05-01 08:00:00.0
1066,英语,2019001066,74,2019-05-02 08:00:00.0
1067,语文,2019001067,49,2019-05-01 14:00:00.0
1067,数学,2019001067,92,2019-05-01 08:00:00.0
1067,英语,2019001067,74,2019-05-02 08:00:00.0
1068,语文,2019001068,53,2019-05-01 14:00:00.0
1068,数学,2019001068,80,2019-05-01 08:00:00.0
1068,英语,2019001068,73,2019-05-02 08:00:00.0
1069,语文,2019001069,63,2019-05-01 14:00:00.0
1069,数学,2019001069,14,2019-05-01 08:00:00.0
1069,英语,2019001069,27,2019-05-02 08:00:00.0
107,语文,2019000107,99,2019-05-01 14:00:00.0
107,数学,2019000107,63,2019-05-01 08:00:00.0
107,英语,2019000107,71,2019-05-02 08:00:00.0
1070,语文,2019001070,28,2019-05-01 14:00:00.0
1070,数学,2019001070,78,2019-05-01 08:00:00.0
1070,英语,2019001070,74,2019-05-02 08:00:00.0
1071,语文,2019001071,77,2019-05-01 14:00:00.0
1071,数学,2019001071,70,2019-05-01 08:00:00.0
1071,英语,2019001071,45,2019-05-02 08:00:00.0
1072,语文,2019001072,99,2019-05-01 14:00:00.0
1072,数学,2019001072,62,2019-05-01 08:00:00.0
1072,英语,2019001072,31,2019-05-02 08:00:00.0
1073,语文,2019001073,65,2019-05-01 14:00:00.0
1073,数学,2019001073,79,2019-05-01 08:00:00.0
1073,英语,2019001073,94,2019-05-02 08:00:00.0
1074,语文,2019001074,71,2019-05-01 14:00:00.0
1074,数学,2019001074,8,2019-05-01 08:00:00.0
1074,英语,2019001074,72,2019-05-02 08:00:00.0
1075,语文,2019001075,75,2019-05-01 14:00:00.0
1075,数学,2019001075,93,2019-05-01 08:00:00.0
1075,英语,2019001075,17,2019-05-02 08:00:00.0
1076,语文,2019001076,36,2019-05-01 14:00:00.0
1076,数学,2019001076,38,2019-05-01 08:00:00.0
1076,英语,2019001076,25,2019-05-02 08:00:00.0
1077,语文,2019001077,84,2019-05-01 14:00:00.0
1077,数学,2019001077,61,2019-05-01 08:00:00.0
1077,英语,2019001077,66,2019-05-02 08:00:00.0
1078,语文,2019001078,69,2019-05-01 14:00:00.0
1078,数学,2019001078,77,2019-05-01 08:00:00.0
1078,英语,2019001078,71,2019-05-02 08:00:00.0
1079,语文,2019001079,61,2019-05-01 14:00:00.0
1079,数学,2019001079,22,2019-05-01 08:00:00.0
1079,英语,2019001079,67,2019-05-02 08:00:00.0
108,语文,2019000108,70,2019-05-01 14:00:00.0
108,数学,2019000108,44,2019-05-01 08:00:00.0
108,英语,2019000108,67,2019-05-02 08:00:00.0
1080,语文,2019001080,63,2019-05-01 14:00:00.0
1080,数学,2019001080,67,2019-05-01 08:00:00.0
1080,英语,2019001080,77,2019-05-02 08:00:00.0
1081,语文,2019001081,70,2019-05-01 14:00:00.0
1081,数学,2019001081,77,2019-05-01 08:00:00.0
1081,英语,2019001081,66,2019-05-02 08:00:00.0
1082,语文,2019001082,74,2019-05-01 14:00:00.0
1082,数学,2019001082,80,2019-05-01 08:00:00.0
1082,英语,2019001082,84,2019-05-02 08:00:00.0
1083,语文,2019001083,18,2019-05-01 14:00:00.0
1083,数学,2019001083,63,2019-05-01 08:00:00.0
1083,英语,2019001083,33,2019-05-02 08:00:00.0
1084,语文,2019001084,98,2019-05-01 14:00:00.0
1084,数学,2019001084,7,2019-05-01 08:00:00.0
1084,英语,2019001084,64,2019-05-02 08:00:00.0
1085,语文,2019001085,30,2019-05-01 14:00:00.0
1085,数学,2019001085,78,2019-05-01 08:00:00.0
1085,英语,2019001085,63,2019-05-02 08:00:00.0
1086,语文,2019001086,95,2019-05-01 14:00:00.0
1086,数学,2019001086,80,2019-05-01 08:00:00.0
1086,英语,2019001086,61,2019-05-02 08:00:00.0
1087,语文,2019001087,69,2019-05-01 14:00:00.0
1087,数学,2019001087,62,2019-05-01 08:00:00.0
1087,英语,2019001087,79,2019-05-02 08:00:00.0
1088,语文,2019001088,64,2019-05-01 14:00:00.0
1088,数学,2019001088,86,2019-05-01 08:00:00.0
1088,英语,2019001088,91,2019-05-02 08:00:00.0
1089,语文,2019001089,5,2019-05-01 14:00:00.0
1089,数学,2019001089,77,2019-05-01 08:00:00.0
1089,英语,2019001089,29,2019-05-02 08:00:00.0
109,语文,2019000109,76,2019-05-01 14:00:00.0
109,数学,2019000109,74,2019-05-01 08:00:00.0
109,英语,2019000109,28,2019-05-02 08:00:00.0
1090,语文,2019001090,44,2019-05-01 14:00:00.0
1090,数学,2019001090,68,2019-05-01 08:00:00.0
1090,英语,2019001090,77,2019-05-02 08:00:00.0
1091,语文,2019001091,61,2019-05-01 14:00:00.0
1091,数学,2019001091,75,2019-05-01 08:00:00.0
1091,英语,2019001091,60,2019-05-02 08:00:00.0
1092,语文,2019001092,5,2019-05-01 14:00:00.0
1092,数学,2019001092,64,2019-05-01 08:00:00.0
1092,英语,2019001092,74,2019-05-02 08:00:00.0
1093,语文,2019001093,66,2019-05-01 14:00:00.0
1093,数学,2019001093,7,2019-05-01 08:00:00.0
1093,英语,2019001093,68,2019-05-02 08:00:00.0
1094,语文,2019001094,75,2019-05-01 14:00:00.0
1094,数学,2019001094,67,2019-05-01 08:00:00.0
1094,英语,2019001094,54,2019-05-02 08:00:00.0
1095,语文,2019001095,63,2019-05-01 14:00:00.0
1095,数学,2019001095,91,2019-05-01 08:00:00.0
1095,英语,2019001095,63,2019-05-02 08:00:00.0
1096,语文,2019001096,76,2019-05-01 14:00:00.0
1096,数学,2019001096,63,2019-05-01 08:00:00.0
1096,英语,2019001096,43,2019-05-02 08:00:00.0
1097,语文,2019001097,63,2019-05-01 14:00:00.0
1097,数学,2019001097,65,2019-05-01 08:00:00.0
1097,英语,2019001097,64,2019-05-02 08:00:00.0
1098,语文,2019001098,63,2019-05-01 14:00:00.0
1098,数学,2019001098,30,2019-05-01 08:00:00.0
1098,英语,2019001098,70,2019-05-02 08:00:00.0
1099,语文,2019001099,60,2019-05-01 14:00:00.0
1099,数学,2019001099,85,2019-05-01 08:00:00.0
1099,英语,2019001099,70,2019-05-02 08:00:00.0
11,语文,2019000011,71,2019-05-01 14:00:00.0
11,数学,2019000011,49,2019-05-01 08:00:00.0
11,英语,2019000011,75,2019-05-02 08:00:00.0
110,语文,2019000110,61,2019-05-01 14:00:00.0
110,数学,2019000110,68,2019-05-01 08:00:00.0
110,英语,2019000110,73,2019-05-02 08:00:00.0
1100,语文,2019001100,73,2019-05-01 14:00:00.0
1100,数学,2019001100,69,2019-05-01 08:00:00.0
1100,英语,2019001100,68,2019-05-02 08:00:00.0
1101,语文,2019001101,60,2019-05-01 14:00:00.0
1101,数学,2019001101,89,2019-05-01 08:00:00.0
1101,英语,2019001101,78,2019-05-02 08:00:00.0
1102,语文,2019001102,61,2019-05-01 14:00:00.0
1102,数学,2019001102,68,2019-05-01 08:00:00.0
1102,英语,2019001102,85,2019-05-02 08:00:00.0
1103,语文,2019001103,68,2019-05-01 14:00:00.0
1103,数学,2019001103,17,2019-05-01 08:00:00.0
1103,英语,2019001103,60,2019-05-02 08:00:00.0
1104,语文,2019001104,65,2019-05-01 14:00:00.0
1104,数学,2019001104,86,2019-05-01 08:00:00.0
1104,英语,2019001104,81,2019-05-02 08:00:00.0
1105,语文,2019001105,82,2019-05-01 14:00:00.0
1105,数学,2019001105,77,2019-05-01 08:00:00.0
1105,英语,2019001105,63,2019-05-02 08:00:00.0
1106,语文,2019001106,66,2019-05-01 14:00:00.0
1106,数学,2019001106,90,2019-05-01 08:00:00.0
1106,英语,2019001106,75,2019-05-02 08:00:00.0
1107,语文,2019001107,63,2019-05-01 14:00:00.0
1107,数学,2019001107,84,2019-05-01 08:00:00.0
1107,英语,2019001107,34,2019-05-02 08:00:00.0
1108,语文,2019001108,67,2019-05-01 14:00:00.0
1108,数学,2019001108,78,2019-05-01 08:00:00.0
1108,英语,2019001108,36,2019-05-02 08:00:00.0
1109,语文,2019001109,99,2019-05-01 14:00:00.0
1109,数学,2019001109,100,2019-05-01 08:00:00.0
1109,英语,2019001109,28,2019-05-02 08:00:00.0
111,语文,2019000111,65,2019-05-01 14:00:00.0
111,数学,2019000111,77,2019-05-01 08:00:00.0
111,英语,2019000111,68,2019-05-02 08:00:00.0
1110,语文,2019001110,76,2019-05-01 14:00:00.0
1110,数学,2019001110,67,2019-05-01 08:00:00.0
1110,英语,2019001110,76,2019-05-02 08:00:00.0
1111,语文,2019001111,38,2019-05-01 14:00:00.0
1111,数学,2019001111,37,2019-05-01 08:00:00.0
1111,英语,2019001111,81,2019-05-02 08:00:00.0
1112,语文,2019001112,98,2019-05-01 14:00:00.0
1112,数学,2019001112,79,2019-05-01 08:00:00.0
1112,英语,2019001112,75,2019-05-02 08:00:00.0
1113,语文,2019001113,88,2019-05-01 14:00:00.0
1113,数学,2019001113,69,2019-05-01 08:00:00.0
1113,英语,2019001113,79,2019-05-02 08:00:00.0
1114,语文,2019001114,66,2019-05-01 14:00:00.0
1114,数学,2019001114,71,2019-05-01 08:00:00.0
1114,英语,2019001114,76,2019-05-02 08:00:00.0
1115,语文,2019001115,82,2019-05-01 14:00:00.0
1115,数学,2019001115,76,2019-05-01 08:00:00.0
1115,英语,2019001115,86,2019-05-02 08:00:00.0
1116,语文,2019001116,73,2019-05-01 14:00:00.0
1116,数学,2019001116,68,2019-05-01 08:00:00.0
1116,英语,2019001116,79,2019-05-02 08:00:00.0
1117,语文,2019001117,71,2019-05-01 14:00:00.0
1117,数学,2019001117,76,2019-05-01 08:00:00.0
1117,英语,2019001117,42,2019-05-02 08:00:00.0
1118,语文,2019001118,45,2019-05-01 14:00:00.0
1118,数学,2019001118,68,2019-05-01 08:00:00.0
1118,英语,2019001118,75,2019-05-02 08:00:00.0
1119,语文,2019001119,77,2019-05-01 14:00:00.0
1119,数学,2019001119,18,2019-05-01 08:00:00.0
1119,英语,2019001119,70,2019-05-02 08:00:00.0
112,语文,2019000112,70,2019-05-01 14:00:00.0
112,数学,2019000112,64,2019-05-01 08:00:00.0
112,英语,2019000112,72,2019-05-02 08:00:00.0
1120,语文,2019001120,73,2019-05-01 14:00:00.0
1120,数学,2019001120,98,2019-05-01 08:00:00.0
1120,英语,2019001120,74,2019-05-02 08:00:00.0
1121,语文,2019001121,62,2019-05-01 14:00:00.0
1121,数学,2019001121,87,2019-05-01 08:00:00.0
1121,英语,2019001121,61,2019-05-02 08:00:00.0
1122,语文,2019001122,74,2019-05-01 14:00:00.0
1122,数学,2019001122,72,2019-05-01 08:00:00.0
1122,英语,2019001122,69,2019-05-02 08:00:00.0
1123,语文,2019001123,63,2019-05-01 14:00:00.0
1123,数学,2019001123,19,2019-05-01 08:00:00.0
1123,英语,2019001123,24,2019-05-02 08:00:00.0
1124,语文,2019001124,79,2019-05-01 14:00:00.0
1124,数学,2019001124,94,2019-05-01 08:00:00.0
1124,英语,2019001124,73,2019-05-02 08:00:00.0
1125,语文,2019001125,64,2019-05-01 14:00:00.0
1125,数学,2019001125,62,2019-05-01 08:00:00.0
1125,英语,2019001125,80,2019-05-02 08:00:00.0
1126,语文,2019001126,74,2019-05-01 14:00:00.0
1126,数学,2019001126,65,2019-05-01 08:00:00.0
1126,英语,2019001126,18,2019-05-02 08:00:00.0
1127,语文,2019001127,31,2019-05-01 14:00:00.0
1127,数学,2019001127,58,2019-05-01 08:00:00.0
1127,英语,2019001127,69,2019-05-02 08:00:00.0
1128,语文,2019001128,88,2019-05-01 14:00:00.0
1128,数学,2019001128,60,2019-05-01 08:00:00.0
1128,英语,2019001128,63,2019-05-02 08:00:00.0
1129,语文,2019001129,65,2019-05-01 14:00:00.0
1129,数学,2019001129,92,2019-05-01 08:00:00.0
1129,英语,2019001129,54,2019-05-02 08:00:00.0
113,语文,2019000113,82,2019-05-01 14:00:00.0
113,数学,2019000113,71,2019-05-01 08:00:00.0
113,英语,2019000113,66,2019-05-02 08:00:00.0
1130,语文,2019001130,73,2019-05-01 14:00:00.0
1130,数学,2019001130,70,2019-05-01 08:00:00.0
1130,英语,2019001130,41,2019-05-02 08:00:00.0
1131,语文,2019001131,67,2019-05-01 14:00:00.0
1131,数学,2019001131,66,2019-05-01 08:00:00.0
1131,英语,2019001131,67,2019-05-02 08:00:00.0
1132,语文,2019001132,64,2019-05-01 14:00:00.0
1132,数学,2019001132,74,2019-05-01 08:00:00.0
1132,英语,2019001132,72,2019-05-02 08:00:00.0
1133,语文,2019001133,72,2019-05-01 14:00:00.0
1133,数学,2019001133,65,2019-05-01 08:00:00.0
1133,英语,2019001133,42,2019-05-02 08:00:00.0
1134,语文,2019001134,65,2019-05-01 14:00:00.0
1134,数学,2019001134,75,2019-05-01 08:00:00.0
1134,英语,2019001134,34,2019-05-02 08:00:00.0
1135,语文,2019001135,72,2019-05-01 14:00:00.0
1135,数学,2019001135,5,2019-05-01 08:00:00.0
1135,英语,2019001135,17,2019-05-02 08:00:00.0
1136,语文,2019001136,69,2019-05-01 14:00:00.0
1136,数学,2019001136,60,2019-05-01 08:00:00.0
1136,英语,2019001136,66,2019-05-02 08:00:00.0
1137,语文,2019001137,67,2019-05-01 14:00:00.0
1137,数学,2019001137,4,2019-05-01 08:00:00.0
1137,英语,2019001137,69,2019-05-02 08:00:00.0
1138,语文,2019001138,92,2019-05-01 14:00:00.0
1138,数学,2019001138,39,2019-05-01 08:00:00.0
1138,英语,2019001138,71,2019-05-02 08:00:00.0
1139,语文,2019001139,93,2019-05-01 14:00:00.0
1139,数学,2019001139,39,2019-05-01 08:00:00.0
1139,英语,2019001139,82,2019-05-02 08:00:00.0
114,语文,2019000114,76,2019-05-01 14:00:00.0
114,数学,2019000114,62,2019-05-01 08:00:00.0
114,英语,2019000114,93,2019-05-02 08:00:00.0
1140,语文,2019001140,72,2019-05-01 14:00:00.0
1140,数学,2019001140,70,2019-05-01 08:00:00.0
1140,英语,2019001140,64,2019-05-02 08:00:00.0
1141,语文,2019001141,62,2019-05-01 14:00:00.0
1141,数学,2019001141,72,2019-05-01 08:00:00.0
1141,英语,2019001141,77,2019-05-02 08:00:00.0
1142,语文,2019001142,66,2019-05-01 14:00:00.0
1142,数学,2019001142,69,2019-05-01 08:00:00.0
1142,英语,2019001142,78,2019-05-02 08:00:00.0
1143,语文,2019001143,63,2019-05-01 14:00:00.0
1143,数学,2019001143,64,2019-05-01 08:00:00.0
1143,英语,2019001143,94,2019-05-02 08:00:00.0
1144,语文,2019001144,66,2019-05-01 14:00:00.0
1144,数学,2019001144,26,2019-05-01 08:00:00.0
1144,英语,2019001144,70,2019-05-02 08:00:00.0
1145,语文,2019001145,84,2019-05-01 14:00:00.0
1145,数学,2019001145,74,2019-05-01 08:00:00.0
1145,英语,2019001145,51,2019-05-02 08:00:00.0
1146,语文,2019001146,65,2019-05-01 14:00:00.0
1146,数学,2019001146,97,2019-05-01 08:00:00.0
1146,英语,2019001146,99,2019-05-02 08:00:00.0
1147,语文,2019001147,60,2019-05-01 14:00:00.0
1147,数学,2019001147,7,2019-05-01 08:00:00.0
1147,英语,2019001147,94,2019-05-02 08:00:00.0
